customer_id,customer_name,email,registration_date,customer_type
C0402,Gregg Weaver,angelarandall@example.net,2025-02-22,REGULAR
C0403,Melissa Mayer,thomasmiller@example.net,2021-11-17,PREMIUM
C0404,Stephanie Mcbride,davidtodd@example.org,2023-01-03,PREMIUM
C0405,Rhonda Martinez,rmiller@example.com,2023-04-21,REGULAR
C0406,Lori Flowers Md,millerangela@example.net,2024-05-11,PREMIUM
C0407,Kelly Stark,buchanancindy@example.net,2025-02-25,VIP
C0408,Chase Knight,buckleyanna@example.org,2024-01-07,VIP
C0409,Sheryl Humphrey,patrick79@example.net,2025-08-10,PREMIUM
C0410,Donald Thomas,vwilliams@example.net,2023-08-10,VIP
C0411,John Adams,andrew44@example.com,2025-10-07,VIP
C0412,Melinda Compton,dennismccann@example.com,2024-04-24,VIP
C0413,Jason Brewer,scottmcintyre@example.com,2025-09-15,REGULAR
C0414,Sharon Nicholson,cameronmckinney@example.com,2022-09-27,VIP
C0415,Kelly Carroll,jameswhitaker@example.org,2023-09-16,VIP
C0416,Anthony Ward,joshuacolon@example.net,2024-12-17,PREMIUM
C0417,Becky Johnson,tracy72@example.com,2026-07-30,VIP
C0418,Hailey Monroe,kaitlyn14@example.org,2024-11-15,REGULAR
C0419,Scott Chan,mercedesholland@example.net,2023-05-06,REGULAR
C0420,Jason Smith,wellsdavid@example.org,2021-08-28,PREMIUM
C0421,Lee Hahn,rodney65@example.com,2023-09-23,REGULAR
C0422,Eric Meyer,asilva@example.net,2024-10-07,REGULAR
C0423,Linda Campbell,olsonmatthew@example.com,2024-05-08,VIP
C0424,Debbie Dawson,jacob83@example.org,2025-01-08,VIP
C0425,Melanie Griffith,qbright@example.com,2025-01-10,REGULAR
C0426,Andrew Erickson,matthewreeves@example.net,2026-02-18,PREMIUM
C0427,Karen Shepard,william28@example.org,2024-01-31,PREMIUM
C0428,Carl Green,staceylam@example.net,2022-05-06,VIP
C0429,Daniel Savage,vfrench@example.com,2023-10-20,REGULAR
C0430,Julie Wilson,delacruzbrandy@example.net,2022-03-11,VIP
C0431,Cory Wilson,amoreno@example.org,2022-11-13,PREMIUM
C0432,Curtis Ortiz,tthomas@example.org,2022-04-10,REGULAR
C0433,Mr. Christopher Walters,hayesjason@example.org,2026-06-27,VIP
C0434,Katherine Gallagher,andersonryan@example.com,2025-01-06,VIP
C0435,John Smith,jessicadodson@example.com,2026-02-06,PREMIUM
C0436,Michael Sims,jeremywiley@example.com,2022-09-06,VIP
C0437,Jonathan Torres,colonkenneth@example.com,2025-06-18,PREMIUM
C0438,Linda Morgan,matthewvalenzuela@example.com,2023-03-10,PREMIUM
C0439,Terry Burnett,perezjessica@example.org,2023-05-20,REGULAR
C0440,Leah Jackson,jennifer06@example.net,2023-10-05,REGULAR
C0441,Lisa Wheeler,stanleydesiree@example.org,2021-12-29,VIP
C0442,Jennifer James,thomas23@example.net,2021-08-30,PREMIUM
C0443,Matthew Bates,cindy26@example.org,2025-12-08,PREMIUM
C0444,Autumn Wilson,jimenezchelsea@example.com,2026-01-13,REGULAR
C0445,Heather Ortiz,benjamincrawford@example.org,2025-09-03,REGULAR
C0446,Aaron Powers,conleyelizabeth@example.org,2022-05-08,PREMIUM
C0447,Angela Cummings,dawn74@example.com,2025-07-14,REGULAR
C0448,Robert Sawyer,michael56@example.net,2022-07-28,VIP
C0449,Peter Williams,elizabethjackson@example.com,2025-04-22,PREMIUM
C0450,Debra Quinn,lisa21@example.com,2024-12-27,REGULAR
C0451,Denise Cruz,pmarsh@example.org,2022-07-19,VIP
C0452,Nicholas Jarvis,dalepruitt@example.com,2026-06-04,PREMIUM
C0453,Catherine James,cheryl27@example.com,2022-07-18,VIP
C0454,Jessica Brown,alexander89@example.net,2026-05-23,VIP
C0455,Tyler Marks,reynoldsjessica@example.com,2024-07-11,PREMIUM
C0456,Margaret Hernandez,smithsarah@example.net,2025-07-30,VIP
C0457,Sheila Jones,vflores@example.com,2022-01-05,REGULAR
C0458,Krista Gray,christianwallace@example.net,2025-05-25,REGULAR
C0459,Jonathan Stewart,bmcgee@example.org,2025-01-06,REGULAR
C0460,Justin Smith,connersylvia@example.net,2024-03-05,VIP
C0461,Kristina Pena,xclements@example.org,2023-06-25,REGULAR
C0462,Evelyn Saunders,xmoran@example.net,2025-06-07,VIP
C0463,Peter Walker,michael48@example.net,2024-10-06,REGULAR
C0464,Amber Martin,lydianewton@example.com,2022-06-30,PREMIUM
C0465,Craig Martinez,ylewis@example.org,2024-06-16,VIP
C0466,Jason House,bartonshannon@example.net,2025-11-15,VIP
C0467,Jonathan Moreno,tranryan@example.net,2025-09-10,REGULAR
C0468,Priscilla Kent,jessicaanderson@example.com,2024-04-27,PREMIUM
C0469,Janice Petty,joshuastuart@example.com,2025-06-08,REGULAR
C0470,Brenda Morrison,megan85@example.net,2026-04-17,REGULAR
C0471,Christina Weber,glenda22@example.net,2026-03-14,PREMIUM
C0472,Erica Wilson,anna99@example.net,2025-02-19,PREMIUM
C0473,Stephanie Ferguson,hstokes@example.org,2021-10-19,REGULAR
C0474,Anthony Brown,karen24@example.net,2023-09-19,PREMIUM
C0475,Antonio Mueller,karenjohnson@example.com,2022-06-16,REGULAR
C0476,Megan Hoffman,juliahoffman@example.org,2025-12-06,VIP
C0477,Rebecca Roberts,housepaul@example.net,2024-03-30,REGULAR
C0478,Amy Manning,christinenorman@example.com,2023-07-03,VIP
C0479,Michele Holland,kimberlybrandt@example.com,2025-05-27,REGULAR
C0480,Michael Lopez,jillwilson@example.org,2025-03-25,PREMIUM
C0481,Dennis Martin,adam72@example.org,2022-11-22,VIP
C0482,Linda Ayala,tracy98@example.com,2022-03-16,PREMIUM
C0483,Emily Robinson,abigailhartman@example.org,2025-02-14,VIP
C0484,Jennifer Bailey,elizabethrivera@example.com,2023-06-11,VIP
C0485,Lisa Wells,wilsonmichael@example.org,2023-08-29,REGULAR
C0486,Melanie Flores,cruzamber@example.com,2021-10-17,REGULAR
C0487,Samantha Brooks,stucker@example.net,2023-03-23,REGULAR
C0488,Bradley Davis,simsjason@example.net,2023-05-26,REGULAR
C0489,Jessica Garcia,elucas@example.net,2022-11-22,PREMIUM
C0490,Mitchell Johnson,brownlaura@example.net,2022-03-08,REGULAR
C0491,Crystal Green,zhayes@example.com,2024-04-11,REGULAR
C0492,Michael Nichols,avilabrenda@example.net,2022-03-15,VIP
C0493,Jonathan Roberts,catherine47@example.com,2024-12-11,PREMIUM
C0494,Amanda Moore,derekmyers@example.net,2024-02-04,PREMIUM
C0495,Brianna Byrd,susan08@example.net,2022-10-15,VIP
C0496,Aaron Carlson,torreskaitlin@example.net,2024-07-05,VIP
C0497,Taylor York,eugenewalker@example.com,2023-03-28,REGULAR
C0498,Michael Bradley,yorksarah@example.net,2025-07-05,PREMIUM
C0499,Angel Powers,corey97@example.com,2024-08-15,REGULAR
C0500,Matthew Garcia,mcculloughlouis@example.com,2024-05-18,VIP
